날짜,momentum,strength,breadth,putcall,volatility,safe_haven,junk_bond,margin_loan_ratio,index_close,fear_greed,regime,highs,lows,strength_raw,up_vol,down_vol,breadth_raw,customer_deposit_raw,margin_loan_raw,margin_loan_ratio_raw,fg_raw_window_mean,fear_greed_1y_rescaled,fg_bucket_1y,fwd_ret_20d_1y,fwd_ret_60d_1y
2025-03-10,47.460317460317455,74.96031746031746,65.7936507936508,51.98412698412698,51.98412698412698,59.76190476190476,57.65873015873015,70.95179233621755,338.79,91.03832965993246,Extreme Greed,8.0,2.0,6.0,91189462.0,47480925.0,0.3151973391406198,53767051257072.0,18241208721730.0,0.3392636995195218,60.06937086742401,54.14891529214199,Neutral,-0.08615956787390422,0.13046429941851878
2025-03-11,43.41269841269841,17.341269841269842,4.365079365079365,47.93650793650793,47.93650793650793,48.730158730158735,57.698412698412696,69.50617283950618,334.96,74.65408975112678,Greed,1.0,6.0,-5.0,21292771.0,145194049.0,-0.7442107309155163,53300355991742.0,18144677878181.0,0.340423202445256,42.11585097001763,7.522354258035585,Extreme Fear,-0.07442679722951995,0.14876403152615247
2025-03-12,51.42857142857142,47.93650793650794,77.53968253968254,39.761904761904766,39.761904761904766,58.65079365079365,57.738095238095234,64.61159062885326,340.89,86.4798945495904,Extreme Greed,6.0,4.0,2.0,142334259.0,50783054.0,0.47407041646235,52806015678741.0,18172788245582.0,0.344142386279261,54.6786313682892,40.1487835234581,Fear,-0.10666197307049197,0.1434480330898531
2025-03-13,52.3015873015873,62.93650793650794,36.74603174603175,39.84126984126984,39.84126984126984,58.49206349206349,57.77777777777777,61.08374384236453,341.42,83.38225019765248,Extreme Greed,6.0,2.0,4.0,88374831.0,101206813.0,-0.0676857829126115,52246368181119.0,18146712840718.0,0.3473296512747068,51.12753147235905,30.92632592283374,Fear,-0.04785894206549124,0.14410403608458777
2025-03-14,51.82539682539683,32.8968253968254,56.03174603174603,44.2063492063492,44.2063492063492,46.58730158730159,57.81746031746032,51.04551045510456,340.8,80.60188211405924,Extreme Greed,3.0,3.0,0.0,64221211.0,44102712.0,0.1857253544999473,51356628394178.0,18099015027707.0,0.3524182874465875,48.07711737831664,23.004184763443945,Extreme Fear,-0.054225352112676095,0.136443661971831
2025-03-17,62.3015873015873,81.9047619047619,85.63492063492063,32.38095238095238,32.38095238095238,60.79365079365079,57.85714285714286,56.019656019656026,348.19,90.82929158595825,Extreme Greed,10.0,2.0,8.0,136015124.0,32884654.0,0.6106015722531026,51861445788283.0,18160399561948.0,0.3501714864657891,58.65920303420303,50.48660968746162,Neutral,-0.06565380970159973,0.13202561819696146
2025-03-18,61.74603174603175,69.4047619047619,83.73015873015873,33.33333333333334,33.33333333333334,55.238095238095234,57.8968253968254,41.472392638036816,347.84,87.11054803561962,Extreme Greed,7.0,2.0,5.0,128836644.0,35072017.0,0.5720541332468088,50956700755936.0,18198104304801.0,0.3571287786460759,54.51936654007206,39.73516149970521,Fear,-0.05663523459061637,0.13609705611775547
2025-03-19,66.98412698412697,74.88095238095238,71.42857142857143,33.0952380952381,33.0952380952381,55.87301587301587,57.93650793650794,54.53431372549019,350.85,88.74199605768234,Extreme Greed,7.0,1.0,6.0,111289698.0,48173505.0,0.3958041216568314,51913402448523.0,18215689398135.0,0.3508860629236845,55.97849556489262,43.52462278201678,Fear,-0.077868034772695,0.1368391050306399
2025-03-20,71.26984126984127,74.84126984126985,34.6031746031746,40.63492063492063,40.63492063492063,44.99999999999999,57.97619047619048,59.8531211750306,353.5,86.47927095948313,Extreme Greed,7.0,1.0,6.0,71674942.0,86760175.0,-0.0952139480542056,52497300699194.0,18284161014010.0,0.3482876408975199,53.10167982941851,36.05332883851888,Fear,-0.07694483734087687,0.12953323903818958
2025-03-21,73.25396825396825,39.48412698412698,60.63492063492063,41.58730158730158,41.58730158730158,55.87301587301587,58.01587301587302,68.82640586797066,355.18,88.27143486716429,Extreme Greed,4.0,3.0,1.0,118142835.0,70536365.0,0.2523143515554443,53615311588904.0,18285672028964.0,0.3410531709517906,54.90786422555983,40.744117467533066,Fear,-0.07553916324117349,0.141167858550594
2025-03-24,70.15873015873015,39.523809523809526,30.47619047619048,40.15873015873016,40.15873015873016,50.87301587301587,58.05555555555556,69.71916971916971,353.24,83.59599240265908,Extreme Greed,2.0,1.0,1.0,32153112.0,43463296.0,-0.1495731455532772,53282248974110.0,18152379487241.0,0.3406834327894322,49.89049145299145,27.713645496138795,Fear,-0.06774430981768775,0.14460423508096465
2025-03-25,66.42857142857143,39.48412698412698,18.015873015873016,39.84126984126984,39.84126984126984,50.55555555555556,58.0952380952381,86.46341463414635,351.09,83.3128132662279,Extreme Greed,2.0,1.0,1.0,31912215.0,70833719.0,-0.3788130827639369,55162222293784.0,17962714960748.0,0.3256343601438288,49.84066492450639,27.584242477410303,Fear,-0.06402916631063249,0.1898943290894073
2025-03-26,72.61904761904762,55.47619047619048,65.71428571428571,38.17460317460317,38.17460317460317,64.28571428571428,58.13492063492064,89.28136419001218,355.0,92.98452547437526,Extreme Greed,3.0,0.0,3.0,57315955.0,30079838.0,0.3116410534772537,55671371348268.0,17952562805612.0,0.3224738742881807,60.23259115867216,54.57280993315807,Neutral,-0.0593239436619718,0.18171830985915483
2025-03-27,64.28571428571429,23.65079365079365,15.873015873015872,34.04761904761905,34.04761904761905,49.920634920634924,58.17460317460318,85.88807785888078,350.26,79.57200865098676,Extreme Greed,0.0,2.0,-2.0,26994539.0,65203685.0,-0.4144238830457298,54693639111856.0,17842251902876.0,0.3262216994993905,45.7360097323601,16.924162619297434,Extreme Fear,-0.047222063609889675,0.1867184377319706
2025-03-28,53.49206349206349,10.714285714285714,5.555555555555555,26.19047619047619,26.19047619047619,39.04761904761904,58.21428571428572,95.13973268529767,342.96,73.05605495445106,Greed,0.0,10.0,-10.0,12410488.0,68724417.0,-0.6940777092177528,56932751985556.0,17695082908945.0,0.3108067376302886,39.318061823757446,0.2562979563124677,Extreme Fear,-0.017757172848145486,0.20340564497317493
2025-03-31,40.87301587301587,4.722222222222222,4.365079365079365,32.301587301587304,32.301587301587304,43.333333333333336,58.25396825396826,97.9368932038835,332.4,71.83196520607524,Greed,0.0,26.0,-26.0,13593604.0,92317073.0,-0.7433005928193623,58474325039872.0,17593874494625.0,0.3008820449424295,39.26096085683464,0.1080027064368597,Extreme Fear,0.014079422382671458,0.24729241877256336
2025-04-01,47.460317460317455,9.404761904761903,90.63492063492065,25.63492063492064,25.63492063492064,58.65079365079365,58.2936507936508,98.66666666666669,338.22,83.62232804232805,Extreme Greed,0.0,12.0,-12.0,74049038.0,13793341.0,0.6859524717562578,59496706100632.0,17379042638009.0,0.2921009208243276,51.79761904761905,32.66659075137972,Fear,0.0024835905623556975,0.23073738986458503
2025-04-02,45.47619047619048,4.365079365079365,18.09523809523809,26.746031746031747,26.746031746031747,45.31746031746032,58.333333333333336,93.46246973365618,336.26,72.75575942366903,Greed,0.0,27.0,-27.0,23353638.0,51954906.0,-0.3797878232780599,54357742057823.0,17110247449013.0,0.3147711218543991,39.81772935162766,1.5539698679005312,Extreme Fear,0.007375245345863313,0.2324689228573129
2025-04-03,41.74603174603175,5.476190476190476,21.03174603174603,26.904761904761912,26.904761904761912,30.158730158730165,58.37301587301587,96.2515114873035,332.92,71.0851943980602,Greed,1.0,24.0,-23.0,35529805.0,68918909.0,-0.3196698429432075,55320004458326.0,16972049969023.0,0.3067976970574629,38.3558436978177,0.0,Extreme Fear,0.0176318635107533,0.26438784092274403
2025-04-04,38.730158730158735,14.246031746031743,14.841269841269842,24.52380952380952,24.52380952380952,24.603174603174608,58.41269841269842,96.256038647343,328.67,69.42299900314394,Greed,2.0,9.0,-7.0,37094447.0,95662609.0,-0.441167978295632,55607730662616.0,17040430655053.0,0.3064399581137547,37.01712387853692,0.0,Extreme Fear,0.0384580278090485,0.2557884808470503
2025-04-07,11.26984126984127,2.261904761904762,0.873015873015873,6.507936507936506,6.507936507936506,4.126984126984127,54.12698412698413,98.43184559710494,309.6,54.85627208574535,Neutral,0.0,44.0,-44.0,3758996.0,137292025.0,-0.9467001943927792,57843408995281.0,16957730056493.0,0.2931661593091176,23.013306096463516,0.0,Extreme Fear,0.10293927648578816,0.3340439276485787
2025-04-08,12.22222222222222,2.857142857142857,56.19047619047619,6.587301587301582,6.587301587301582,6.19047619047619,54.16666666666666,97.34939759036143,310.03,61.35344276577208,Greed,1.0,37.0,-36.0,67986496.0,46203319.0,0.1907628714522394,55909187212632.0,16961627222836.0,0.3033781757250037,30.26887311149359,0.0,Extreme Fear,0.1014740508983003,0.3586427119956135
2025-04-09,7.301587301587302,1.9444444444444444,6.587301587301588,7.301587301587304,7.301587301587304,2.857142857142861,52.53968253968255,94.705174488568,304.53,53.89650086910015,Neutral,1.0,50.0,-49.0,19701613.0,95934477.0,-0.6592480254218211,54160436723572.0,16790752949224.0,0.3100187879747328,22.567313477737667,0.0,Extreme Fear,0.13972350835714065,0.3858076379995403
2025-04-10,35.714285714285715,47.61904761904761,100.0,3.3333333333333286,3.3333333333333286,13.253968253968251,52.57936507936508,97.47596153846152,325.08,75.37658831908831,Extreme Greed,2.0,0.0,2.0,135199644.0,991.0,0.9999853403055392,54692393919355.0,16546679900582.0,0.3025407870238849,44.16366185897435,12.840663979241942,Extreme Fear,0.06795250399901565,0.31789098068167854
2025-04-11,32.46031746031746,62.57936507936508,50.87301587301587,3.3333333333333286,3.3333333333333286,10.873015873015872,52.61904761904762,95.7983193277311,322.32,70.46552754435108,Greed,6.0,2.0,4.0,56853395.0,45039080.0,0.1159488470566643,53618358145697.0,16446367642246.0,0.3067301612920771,38.98371848739495,0.0,Extreme Fear,0.09143087614792766,0.328090096798213
2025-04-14,36.66666666666666,74.8015873015873,71.82539682539682,3.492063492063494,3.492063492063494,8.253968253968253,52.65873015873016,98.08153477218224,325.33,74.95577899585093,Greed,6.0,0.0,6.0,55473214.0,23903426.0,0.3977213951107026,54875869832021.0,16304548641124.0,0.2971169056824684,43.65900137033231,11.530024995375074,Extreme Fear,0.07324870131866112,0.32938862078504916
2025-04-15,40.07936507936508,69.12698412698413,86.82539682539682,3.492063492063494,3.492063492063494,10.317460317460316,52.6984126984127,97.24550898203591,328.14,76.82413944597576,Extreme Greed,5.0,0.0,5.0,59554403.0,13434063.0,0.6318853173321933,54754227671263.0,16576036437227.0,0.3027352798535903,45.40965687672274,16.07660117012286,Extreme Fear,0.06798927287133538,0.3249832388614615
2025-04-16,34.682539682539684,69.08730158730158,16.666666666666664,3.5714285714285694,3.5714285714285694,5.476190476190482,52.73809523809524,91.74641148325358,323.53,66.78556247521159,Greed,5.0,0.0,5.0,23884014.0,55602826.0,-0.3990448230172441,52977267633354.0,16784156475289.0,0.3168180849085891,34.69250778461305,0.0,Extreme Fear,0.0712144159737893,0.3326739405928354
2025-04-17,38.41269841269842,78.65079365079364,92.06349206349206,3.492063492063494,3.492063492063494,5.714285714285722,52.77777777777778,92.23416965352448,326.3,77.01526047296657,Extreme Greed,7.0,0.0,7.0,65617358.0,10864567.0,0.7158919051789033,53633088177925.0,16898742128038.0,0.3150805352094829,45.85466803208739,17.232326616444134,Extreme Fear,0.06349984676677889,0.32283174992338326
2025-04-18,40.47619047619048,62.22222222222222,79.6031746031746,3.492063492063494,3.492063492063494,6.111111111111114,52.81746031746032,91.64677804295944,328.35,74.24567375080501,Greed,4.0,0.0,4.0,52814595.0,16870604.0,0.5158052429469276,53824750426392.0,17019019170334.0,0.3161931831640975,42.48263296965564,8.474913053751388,Extreme Fear,0.06404751027866595,0.3129282777523983
2025-04-21,41.03174603174603,68.96825396825396,55.55555555555556,3.492063492063494,3.492063492063494,8.174603174603178,52.85714285714286,90.94159713945172,329.31,72.64700285676447,Greed,6.0,1.0,5.0,39373331.0,27059858.0,0.1853512255749155,53836524475808.0,17074966040316.0,0.3171632308469098,40.56412821386004,3.4924205062454403,Extreme Fear,0.047037745589262325,0.3196076645106434
2025-04-22,40.79365079365079,68.92857142857143,51.5873015873016,3.5714285714285694,3.5714285714285694,8.80952380952381,52.8968253968254,90.11904761904762,328.61,72.09864197530865,Greed,7.0,2.0,5.0,41468513.0,32359481.0,0.1233818163879679,53962600123857.0,17173562080381.0,0.31824934382264,40.03472222222223,2.117515700838012,Extreme Fear,0.05072882748546892,0.3026079547183591
2025-04-23,46.26984126984127,54.84126984126985,91.82539682539682,3.492063492063494,3.492063492063494,9.920634920634924,52.93650793650794,90.48751486325804,333.94,76.35614362678176,Extreme Greed,3.0,0.0,3.0,74122116.0,12510233.0,0.7111879535899459,54397449155212.0,17274295197165.0,0.3175570815439586,44.15816158012948,12.826379366044616,Extreme Fear,0.05441097203090384,0.28777624723004136
2025-04-24,46.11111111111112,81.86507936507937,59.523809523809526,3.5714285714285694,3.5714285714285694,13.80952380952381,52.97619047619048,88.12351543942992,333.72,75.91912076311127,Extreme Greed,8.0,0.0,8.0,48349400.0,29920742.0,0.2354494003601015,54307577811410.0,17428185843258.0,0.3209162799302079,43.69401085850017,11.620947112383876,Extreme Fear,0.05261896200407512,0.2885952295337406
2025-04-25,50.23809523809524,89.28571428571429,74.84126984126985,4.206349206349202,4.206349206349202,33.33333333333334,53.01587301587302,92.52669039145908,336.87,82.0581860576048,Extreme Greed,11.0,0.0,11.0,83335003.0,32890300.0,0.4340251365057744,55310303891282.0,17392717921071.0,0.3144571028801097,50.2067093148054,28.534885649501305,Fear,0.05785614628788549,0.27877222667497836
2025-04-28,50.63492063492063,91.15079365079364,71.03174603174604,4.444444444444443,4.444444444444443,59.36507936507937,53.05555555555556,93.12796208530806,337.08,84.92610513469913,Extreme Greed,12.0,0.0,12.0,80184068.0,35235823.0,0.3894323986148973,55941685201011.0,17511981439656.0,0.3130399339371263,53.40686827653652,36.845924821800565,Fear,0.07713302480123407,0.28565919069657064
2025-04-29,53.17460317460318,93.73015873015872,43.73015873015873,4.523809523809518,4.523809523809518,49.68253968253968,53.095238095238095,96.33136094674556,339.06,81.983519823007,Extreme Greed,14.0,0.0,14.0,55786775.0,52326125.0,0.0320095936747603,57561497964018.0,17522376660106.0,0.3044114083177496,49.84895980088288,27.605784858060385,Fear,0.060638235120627604,0.2854362059812421
2025-04-30,53.01587301587302,93.6904761904762,44.68253968253968,4.603174603174594,4.603174603174594,54.44444444444444,53.05555555555556,96.21749408983452,338.74,82.5614146872303,Extreme Greed,14.0,0.0,14.0,55631200.0,50868811.0,0.0447172629869493,57547609735064.0,17557970629012.0,0.3051033867409067,50.53909152313408,29.39810575407405,Fear,0.061846844187282146,0.29837043159945686
2025-05-02,53.01587301587302,89.0079365079365,31.825396825396822,4.682539682539684,4.682539682539684,61.90476190476191,53.01587301587302,93.97874852420308,338.79,81.21151879545818,Extreme Greed,11.0,0.0,11.0,45937408.0,58495303.0,-0.1202486738087264,56530869582137.0,17532961926356.0,0.3101484561613073,49.01420864489047,25.43787706362317,Fear,0.09182679535995741,0.29460727884530247
2025-05-07,56.34920634920635,97.1031746031746,75.95238095238095,4.841269841269849,4.841269841269849,75.23809523809524,52.97619047619048,93.04245283018868,341.31,89.07267112575288,Extreme Greed,18.0,0.0,18.0,83643950.0,32156691.0,0.4446198100060603,56449421754071.0,17615565592013.0,0.3120592743847302,57.543005016472,47.587764486226,Neutral,0.1032199466760424,0.23266238903050018
2025-05-08,56.74603174603175,95.71428571428572,47.6984126984127,9.841269841269837,9.841269841269837,95.3968253968254,52.93650793650794,93.87514723203768,341.47,89.27997226740455,Extreme Greed,16.0,0.0,16.0,56927120.0,48274770.0,0.0822451954047593,56436361044168.0,17515303412964.0,0.3103549394202833,57.756218800830105,48.14149576491094,Neutral,0.1215919407268573,0.24400386563973409
2025-05-09,56.74603174603175,98.33333333333331,67.61904761904762,9.76190476190476,9.76190476190476,95.07936507936508,52.8968253968254,86.23529411764706,341.49,90.88041186845108,Extreme Greed,22.0,1.0,21.0,62893680.0,30941034.0,0.3405205242059991,54262394057703.0,17527903169877.0,0.3230211912736048,59.554213352007466,52.8110147872823,Neutral,0.12679727078391756,0.2628481068259685
2025-05-12,65.39682539682539,94.56349206349206,71.19047619047619,10.555555555555555,10.555555555555555,98.33333333333331,52.85714285714286,91.7743830787309,347.08,93.58964044790132,Extreme Greed,16.0,1.0,15.0,82632857.0,36183412.0,0.3909350578917774,56162460988036.0,17662560390649.0,0.3144904991683246,61.90334550388898,58.91187714089289,Greed,0.12305520341131748,0.24086665898351978
2025-05-13,65.55555555555556,86.54761904761905,43.65079365079365,89.84126984126985,89.84126984126985,88.17460317460318,52.81746031746032,86.61971830985915,347.17,105.57980997093672,,13.0,3.0,10.0,57517673.0,53756501.0,0.0338009428854533,55206492981236.0,17787240545851.0,0.3221947199561591,75.38103621730382,93.9143932067608,Extreme Greed,0.12515482328542205,0.25399660108880373
2025-05-14,73.4920634920635,97.42063492063492,90.3968253968254,90.7936507936508,90.7936507936508,93.4920634920635,52.77777777777778,94.7245017584994,351.79,115.075685380574,,20.0,1.0,19.0,96671458.0,18735102.0,0.6753199818103928,57471283704159.0,17729977830780.0,0.3085015104595087,85.48639605314577,100.0,Extreme Greed,0.10094090224281538,0.2321839733932176
2025-05-15,69.12698412698413,84.08730158730158,26.111111111111114,88.80952380952381,88.80952380952381,89.76190476190476,52.73809523809524,91.33489461358316,349.16,104.43770433978084,,13.0,4.0,9.0,36630881.0,56901802.0,-0.2167255375321586,56518593282538.0,17805326714255.0,0.3150348527827945,73.84741738225345,89.93147661858461,Extreme Greed,0.128880742353076,0.24094970787031733
2025-05-16,71.19047619047619,90.55555555555556,68.17460317460318,89.36507936507937,89.36507936507937,88.0952380952381,52.6984126984127,90.64327485380116,350.45,110.05974658869395,,18.0,6.0,12.0,70008765.0,34077618.0,0.3452050687552472,56274366071618.0,17780241068829.0,0.3159563103065584,80.01096491228071,100.0,Extreme Greed,0.12763589670423747,0.23164502782137264
2025-05-19,63.49206349206349,77.5,24.365079365079364,91.34920634920636,91.34920634920636,89.28571428571429,52.65873015873016,88.43457943925233,346.57,102.77828660436136,,9.0,2.0,7.0,34924148.0,57907472.0,-0.2475807704314543,56185030215990.0,17921740592603.0,0.3189771461136023,72.30432242990653,85.92394988353924,Extreme Greed,0.15087861038174122,0.2606976945494417
2025-05-20,64.12698412698413,53.61111111111111,55.00000000000001,92.06349206349206,92.06349206349206,86.82539682539682,52.61904761904762,89.49824970828472,347.02,103.64753039086762,,11.0,8.0,3.0,59004617.0,40810628.0,0.1822766552343782,56545822284163.0,17943889509962.0,0.3173336028219296,73.22597168972607,88.3175381999575,Extreme Greed,0.15062532418880759,0.2580542908189729
2025-05-21,68.88888888888889,92.06349206349206,76.26984126984127,91.984126984127,91.984126984127,86.9047619047619,52.57936507936508,87.06293706293707,349.38,110.79083780417116,,20.0,7.0,13.0,71392534.0,27243296.0,0.4475983828594538,56101265973392.0,17973527728444.0,0.3203765087399022,80.96719252969254,100.0,Extreme Greed,0.16011219875207505,0.22843322456923687
2025-05-22,59.44444444444444,22.34126984126984,5.396825396825397,85.87301587301587,85.87301587301587,80.31746031746032,52.53968253968255,87.54365541327124,344.8,91.56992996655396,Extreme Greed,7.0,9.0,-2.0,17507505.0,88972679.0,-0.6711593774105424,56212991158998.0,17976526512370.0,0.3197930966086387,59.91617121237319,53.75104495209446,Neutral,0.1726218097447796,0.2360208816705336
2025-05-23,59.84126984126984,77.38095238095238,47.85714285714286,86.34920634920636,86.34920634920636,81.82539682539682,52.5,89.88372093023256,345.28,103.02965505926744,,20.0,13.0,7.0,61229094.0,51839466.0,0.0830436683725343,56750013990187.0,17997714437489.0,0.3171402643284123,72.7483619416759,87.07715190271877,Extreme Greed,0.20991658943466174,0.22700417052826705
2025-05-26,72.3015873015873,98.6904761904762,96.26984126984128,82.46031746031747,82.46031746031747,83.41269841269842,52.46031746031746,87.45644599303137,352.11,111.95800017206524,,25.0,2.0,23.0,106540479.0,9607862.0,0.8345587734223427,56756516425534.0,18146007620701.0,0.3197167261755577,81.93900019357338,100.0,Extreme Greed,0.19141745477265615,0.20533356053506013
2025-05-27,70.07936507936508,90.35714285714286,58.65079365079365,81.98412698412699,81.98412698412699,82.22222222222223,52.420634920634924,90.6032482598608,351.28,106.62018455091928,,16.0,4.0,12.0,76658964.0,48495823.0,0.2250264786116411,57500411031619.0,18175373817874.0,0.3160911981634272,76.03770761978419,95.61981528566614,Extreme Greed,0.1832726030516969,0.21982464131177415
2025-05-28,77.85714285714286,90.31746031746032,41.98412698412699,79.36507936507937,79.36507936507937,84.84126984126985,52.38095238095239,85.63151796060255,356.36,105.34473656352375,,12.0,0.0,12.0,80452998.0,77969974.0,0.0156733835292523,56402863778222.0,18163965636011.0,0.3220397763388812,73.96782863396422,90.24419315601948,Extreme Greed,0.15815467504770453,0.2175608934785047
2025-05-29,84.12698412698413,99.20634920634922,96.11111111111111,73.57142857142857,73.57142857142857,91.03174603174602,52.34126984126984,90.625,363.08,113.74059082892416,,31.0,0.0,31.0,138196296.0,14273255.0,0.8127723875831444,58029086406957.0,18341037618256.0,0.3160662825127146,82.57316468253968,100.0,Extreme Greed,0.14189710256692756,0.18268701112702446
2025-05-30,80.87301587301587,96.74603174603176,44.52380952380952,69.36507936507937,69.36507936507937,85.55555555555556,52.3015873015873,88.09248554913295,359.62,105.1602938088102,,19.0,1.0,18.0,100958999.0,92156987.0,0.0455788885338575,57297161972551.0,18273908586742.0,0.3189321767018124,73.35283053491146,88.64699959368717,Extreme Greed,0.15749958289305366,0.1965686001890885
2025-06-02,80.7936507936508,88.01587301587301,41.19047619047619,69.60317460317461,69.60317460317461,85.71428571428572,52.261904761904766,96.30484988452656,359.69,104.79748772967405,,12.0,1.0,11.0,55855647.0,54779414.0,0.0097277751760809,60188564960066.0,18346307063865.0,0.3048138309334578,72.93592369588328,87.56426304472262,Extreme Greed,0.15218660513219717,0.20050599127026048
2025-06-04,87.6984126984127,99.76190476190476,95.3968253968254,49.76190476190476,49.76190476190476,93.57142857142856,52.22222222222223,94.69434832756632,369.9,110.30766127801884,,41.0,0.0,41.0,150237502.0,18004672.0,0.7859671974994807,60035306265612.0,18514411118257.0,0.3083920491109743,77.85861893777118,100.0,Extreme Greed,0.13798323871316587,0.162800756961341
2025-06-05,90.23809523809524,98.37301587301587,74.20634920634922,45.15873015873015,45.15873015873015,95.55555555555556,52.18253968253968,88.70967741935485,376.54,107.34696592137452,,22.0,0.0,22.0,121664422.0,49627263.0,0.4205525738158276,58369719002120.0,18553009102791.0,0.3178533222357495,73.69783666154635,89.54300490699657,Extreme Greed,0.09613852445955273,0.12426302650448817
2025-06-09,92.3015873015873,99.16666666666669,84.68253968253968,40.95238095238095,40.95238095238095,97.3015873015873,52.142857142857146,93.44073647871116,382.99,109.32563738652348,,32.0,0.0,32.0,147685506.0,39372695.0,0.5790326776423986,59660311967140.0,18533052837826.0,0.3106429086062058,75.1175920598389,93.23021009630058,Extreme Greed,0.07840935794668269,0.11791430585654972
2025-06-10,92.7777777777778,99.28571428571428,60.55555555555555,42.53968253968255,42.53968253968255,97.85714285714286,52.10317460317461,98.16091954022988,384.79,107.84551663321778,,34.0,0.0,34.0,116400179.0,69338445.0,0.2533761313963433,62349793843202.0,18516888110718.0,0.2969839508577123,73.22745621237002,88.32139361026478,Extreme Greed,0.09467501754203589,0.11845422178331022
2025-06-11,94.2063492063492,99.16666666666669,92.46031746031748,44.68253968253968,44.68253968253968,97.53968253968254,52.06349206349207,97.3593570608496,389.79,112.43899381804856,,33.0,0.0,33.0,141510530.0,23700767.0,0.7130853951228286,61982195920495.0,18724191806592.0,0.3020898425510714,77.77011804530463,100.0,Extreme Greed,0.08268554862874877,0.1091100336078401
